SK_ID_CURR,top_1_risk_driver,top_2_risk_driver,top_3_risk_driver,top_1_support_driver,top_2_support_driver,top_3_support_driver
271435,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change
271439,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Annuity Amount,Age Proxy (Days Birth)
271526,External Risk Score 3,External Risk Score 1,NAME_FAMILY_STATUS_Separated,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change
271722,External Risk Score 3,Annuity Amount,External Risk Score 1,Temporal Behavioral Pattern,Days Since Last Phone Change,Credit Amount
271731,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Annuity Amount,Goods Price
271776,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Days Since Registration
271910,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Days Since Registration,Annuity Amount
272034,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,YEARS_BUILD_MODE
272086,External Risk Score 2,Days Since Registration,Days Since Last Phone Change,Temporal Behavioral Pattern,YEARS_BUILD_MODE,Temporal Behavioral Pattern
272126,Temporal Behavioral Pattern,CODE_GENDER_M,Employment Length,External Risk Score 3,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
272243,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,OWN_CAR_AGE,External Risk Score 3,Days Since ID Update
272250,Days Since ID Update,Days Since Last Phone Change,Annuity Amount,External Risk Score 2,OWN_CAR_AGE,External Risk Score 3
272327,Temporal Behavioral Pattern,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Annuity Amount,Temporal Behavioral Pattern
272355,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
272411,External Risk Score 3,Days Since Last Phone Change,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern
272424,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
272486,External Risk Score 3,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change
272526,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Employment Length,External Risk Score 2,Days Since Last Phone Change,External Risk Score 3
272543,External Risk Score 1,OBS_60_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
272554,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,Age Proxy (Days Birth)
272585,External Risk Score 3,Days Since ID Update,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,YEARS_BUILD_MODE
272740,Days Since Registration,Days Since Last Phone Change,CODE_GENDER_M,External Risk Score 2,External Risk Score 3,Days Since ID Update
272858,DEF_30_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,Days Since Registration,External Risk Score 3
272866,External Risk Score 2,External Risk Score 1,Days Since ID Update,Annuity Amount,Credit Amount,Goods Price
272936,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Credit Amount
272949,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,LIVE_CITY_NOT_WORK_CITY,External Risk Score 3,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
273019,External Risk Score 3,Days Since Last Phone Change,External Risk Score 1,Annuity Amount,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
273116,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Annuity Amount
273408,External Risk Score 1,Annuity Amount,REG_CITY_NOT_WORK_CITY,External Risk Score 2,OWN_CAR_AGE,NAME_EDUCATION_TYPE_Secondary_secondary_special
273439,External Risk Score 2,External Risk Score 3,External Risk Score 1,Days Since ID Update,CNT_FAM_MEMBERS,CODE_GENDER_M
273610,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,CODE_GENDER_M,External Risk Score 3,Days Since ID Update,Days Since Last Phone Change
273618,Days Since Last Phone Change,CODE_GENDER_M,External Risk Score 1,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
273662,Days Since Last Phone Change,Annuity Amount,Days Since ID Update,External Risk Score 3,Days Since Registration,Temporal Behavioral Pattern
273782,Annuity Amount,Region Population Relative,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 1,Employment Length,External Risk Score 3
273789,External Risk Score 2,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern
273893,External Risk Score 1,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 2
273983,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 2,External Risk Score 3,OWN_CAR_AGE
274018,DEF_30_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,External Risk Score 1,Days Since Registration,Credit Amount
274027,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,OWN_CAR_AGE,Annuity Amount
274282,External Risk Score 1,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2
274315,External Risk Score 3,NAME_FAMILY_STATUS_Separated,Days Since ID Update,External Risk Score 1,Annuity Amount,Credit Amount
274406,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 2,Annuity Amount
274535,Temporal Behavioral Pattern,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change,External Risk Score 3
274555,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Age Proxy (Days Birth),Days Since ID Update
274758,Goods Price,Temporal Behavioral Pattern,Age Proxy (Days Birth),External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
274946,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern
275086,External Risk Score 2,Days Since ID Update,Temporal Behavioral Pattern,OWN_CAR_AGE,Age Proxy (Days Birth),Temporal Behavioral Pattern
275344,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 2,Employment Length,Temporal Behavioral Pattern
275458,External Risk Score 3,External Risk Score 1,Annuity Amount,External Risk Score 2,OWN_CAR_AGE,OCCUPATION_TYPE_Medicine_staff
275546,Temporal Behavioral Pattern,Temporal Behavioral Pattern,TOTALAREA_MODE,Temporal Behavioral Pattern,External Risk Score 3,COMMONAREA_MEDI
275611,External Risk Score 1,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Days Since ID Update
275671,Temporal Behavioral Pattern,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 1,Days Since Last Phone Change,Employment Length
275712,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Goods Price,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern
275889,External Risk Score 2,Days Since ID Update,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,CNT_FAM_MEMBERS
275928,External Risk Score 2,Days Since Registration,Days Since Last Phone Change,Age Proxy (Days Birth),Days Since ID Update,Region Population Relative
275962,External Risk Score 3,External Risk Score 2,Days Since ID Update,Annuity Amount,Temporal Behavioral Pattern,Credit Amount
276021,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,Days Since Last Phone Change
276248,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 2,Credit Amount,Days Since Last Phone Change
276445,Days Since Last Phone Change,Temporal Behavioral Pattern,Goods Price,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern
276462,Days Since ID Update,CODE_GENDER_M,Goods Price,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
276518,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update
276867,External Risk Score 3,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 2,Days Since ID Update
276905,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,External Risk Score 3,External Risk Score 2,Annuity Amount
277012,Days Since Last Phone Change,OBS_60_CNT_SOCIAL_CIRCLE,Annuity Amount,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3
277029,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3,Annuity Amount,Employment Length
277087,Days Since ID Update,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 3
277190,NAME_EDUCATION_TYPE_Secondary_secondary_special,COMMONAREA_AVG,OWN_CAR_AGE,External Risk Score 3,External Risk Score 2,Age Proxy (Days Birth)
277308,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Annuity Amount,External Risk Score 3
277318,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
277439,External Risk Score 3,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 1,External Risk Score 2,Annuity Amount
277509,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 1,Days Since ID Update,COMMONAREA_MEDI,NAME_EDUCATION_TYPE_Secondary_secondary_special
277628,Temporal Behavioral Pattern,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
277667,Days Since ID Update,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
277695,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,Employment Length
277706,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern
277785,DEF_30_CNT_SOCIAL_CIRCLE,CODE_GENDER_M,Annuity Amount,External Risk Score 3,Temporal Behavioral Pattern,Days Since Last Phone Change
277848,Annuity Amount,OWN_CAR_AGE,Employment Length,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change
277862,Days Since Last Phone Change,Annuity Amount,Temporal Behavioral Pattern,OWN_CAR_AGE,External Risk Score 3,Temporal Behavioral Pattern
277934,Days Since ID Update,OBS_60_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,External Risk Score 2,Age Proxy (Days Birth),CODE_GENDER_M
278092,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update,External Risk Score 3,External Risk Score 2
278301,Temporal Behavioral Pattern,OCCUPATION_TYPE_Drivers,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 2,External Risk Score 1,Age Proxy (Days Birth)
278392,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
278889,External Risk Score 2,TOTALAREA_MODE,AMT_REQ_CREDIT_BUREAU_YEAR,COMMONAREA_MEDI,Days Since Registration,Annuity Amount
278924,External Risk Score 3,External Risk Score 2,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),Credit Amount
279139,External Risk Score 2,NAME_FAMILY_STATUS_Separated,Days Since ID Update,YEARS_BEGINEXPLUATATION_MODE,Days Since Last Phone Change,YEARS_BEGINEXPLUATATION_MEDI
279171,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,OWN_CAR_AGE,External Risk Score 2,Temporal Behavioral Pattern
279218,AMT_REQ_CREDIT_BUREAU_YEAR,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 1,External Risk Score 3,External Risk Score 2
279367,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Employment Length,External Risk Score 1,External Risk Score 2,Days Since Last Phone Change
279383,External Risk Score 2,Days Since ID Update,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
279428,External Risk Score 1,Annuity Amount,Age Proxy (Days Birth),NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Days Since Last Phone Change
279458,External Risk Score 3,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,Annuity Amount,Employment Length
279469,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change,Employment Length,Temporal Behavioral Pattern,Temporal Behavioral Pattern
279631,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length,External Risk Score 1,External Risk Score 2,Annuity Amount
279721,External Risk Score 3,External Risk Score 2,Days Since ID Update,Days Since Registration,Credit Amount,Days Since Last Phone Change
279761,Days Since Last Phone Change,Employment Length,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Annuity Amount,External Risk Score 2
280105,Temporal Behavioral Pattern,CODE_GENDER_M,Temporal Behavioral Pattern,COMMONAREA_MEDI,Credit Amount,External Risk Score 3
280199,External Risk Score 3,External Risk Score 2,External Risk Score 1,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change
280204,External Risk Score 2,DEF_30_CNT_SOCIAL_CIRCLE,NAME_FAMILY_STATUS_Separated,YEARS_BUILD_MODE,External Risk Score 3,Temporal Behavioral Pattern
280469,Temporal Behavioral Pattern,CODE_GENDER_M,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Age Proxy (Days Birth)
280779,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 2,Annuity Amount,External Risk Score 3
280946,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length,External Risk Score 1,Days Since Last Phone Change,External Risk Score 2,Annuity Amount
280994,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,Temporal Behavioral Pattern,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern
281012,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change,Goods Price
281264,External Risk Score 2,OCCUPATION_TYPE_Drivers,Temporal Behavioral Pattern,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,OWN_CAR_AGE
281413,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length
281655,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern,OWN_CAR_AGE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
281664,Days Since Last Phone Change,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Days Since Registration
